date,Language,Media,Date,Title,Url,Prelim-Rating,Rating,Oped/Non oped,Text
2024-02-02 0:07:14,en,indiatimes.com,2024-01-31,Budget 2024: What William O'Neil expects from 9 key sectors,https://economictimes.indiatimes.com/markets/stocks/news/budget-2024-what-william-oneil-expects-from-9-key-sectors/articleshow/107283069.cms,Center,,,
2024-02-02 1:45:59,en,hindustantimes.com,2024-01-31,Union Budget 2024: 7 key faces in 'team budget',https://www.hindustantimes.com/web-stories/in-focus/union-budget-2024-7-key-faces-in-team-budget-101706678459997.html,,,,
2024-02-02 1:44:16,en,hindustantimes.com,2024-01-31,"Budget 2024: ‘Bahi khata’ to paperless, a look at the evolution of budget",https://www.hindustantimes.com/budget/budget-2024-bahi-khata-to-paperless-a-look-at-the-evolution-of-budget-101706682160093.html,,,,
2024-02-02 0:50:44,en,financialexpress.com,2024-01-31,India Blockchain Forum introduces recommendations for Union Budget 2024,https://www.financialexpress.com/business/digital-transformation-india-blockchain-forum-introduces-recommendations-for-union-budget-2024-to-propel-indias-global-blockchain-leadership-3380160/,Center,,,
2024-02-02 1:44:02,en,hindustantimes.com,2024-01-31,Budget 2024: Who holds longest budget speech record? 12 interesting facts,https://www.hindustantimes.com/budget/budget-2024-who-holds-longest-budget-speech-record-12-interesting-facts-101706676182690.html,,,,
2024-02-02 0:08:05,en,indiatimes.com,2024-01-31,Realty Sector Seeks More Stimulus in Interim Union Budget 2024,https://timesofindia.indiatimes.com/city/indore/realty-sector-seeks-more-stimulus-in-interim-union-budget-2024/articleshow/107276706.cms,Center,,,
2024-02-02 0:50:13,en,financialexpress.com,2024-01-31,Share Market Budget 2024 Expectations Highlights: Top Stocks to watch,https://www.financialexpress.com/market/share-market-budget-2024-expectations-live-top-stocks-to-watch-3-3379397/,Center,,,
2024-02-02 1:47:09,en,hindustantimes.com,2024-01-31,Union Budget 2024: How do we move forward on PVTGs?,https://www.hindustantimes.com/ht-insight/governance/union-budget-2024-how-do-we-move-forward-on-pvtgs-101706709668361.html,,,,
2024-02-02 1:35:58,en,firstpost.com,2024-01-31,Why the Interim Budget 2024 can afford to be bold,https://www.firstpost.com/opinion/why-the-interim-budget-2024-can-afford-to-be-bold-13673762.html,Right,,Oped,
2024-02-02 0:10:56,en,indiatimes.com,2024-01-31,Budget 2024: From SWAMIH 2.0 to bigger home loan deduction limit - 6 major expectations of real estate sector,https://timesofindia.indiatimes.com/business/budget/budget-2024-from-swamih-2-0-to-bigger-home-loan-deduction-limit-6-major-expectations-of-real-estate-sector/articleshow/107299203.cms,Center,,,
2024-02-02 0:08:36,en,indiatimes.com,2024-01-31,"Budget 2024: Freebies or welfare schemes, what can the Modi government opt for?",https://economictimes.indiatimes.com/news/economy/policy/budget-2024-freebies-or-welfare-schemes-what-can-the-modi-government-opt-for/articleshow/107288892.cms,Center,,,
2024-02-02 0:12:30,en,indiatimes.com,2024-01-31,Union Budget 2024: Government Support and Funding Crucial for Economic Growth,https://timesofindia.indiatimes.com/business/budget/union-budget-2024-government-support-and-funding-crucial-for-economic-growth/articleshow/107301668.cms,Center,,,
2024-02-02 1:44:48,en,hindustantimes.com,2024-01-31,"Budget 2024: Old vs new tax regime, which is better for salaried employees?",https://www.hindustantimes.com/budget/budget-2024-old-vs-new-tax-regime-which-is-better-for-salaried-employees-101706685296931.html,,,,
2024-02-02 1:38:29,en,indianexpress.com,2024-01-31,Union budget 2024: Things that matter,https://indianexpress.com/article/opinion/columns/union-budget-2024-nirmala-sitharaman-budget-speech-rural-india-women-welfare-msmes-9135618/,Left,,Oped,
2024-02-02 0:50:46,en,financialexpress.com,2024-01-31,Decoding AI sector’s Union Budget 2024 Wishlist for a Technological Renaissance,https://www.financialexpress.com/budget/decoding-ai-sectors-union-budget-2024-wishlist-for-a-technological-renaissance-3380018/,Center,,,
2024-02-04 1:10:09,en,indianexpress.com,2024-01-31,Budget 2024 Decoded: What To Expect In Interim Budget?,https://indianexpress.com/videos/news-video/budget-2024-decoded-what-to-expect-in-interim-budget/,Left,,,
2024-02-02 0:50:47,en,financialexpress.com,2024-01-31,"Budget 2024 HIGHLIGHTS: Nirmala Sitharaman addresses media, says Interim Budget outlines what govt has achieved",https://www.financialexpress.com/budget/budget-2024-live-updates-interim-budget-union-budget-india-nirmala-sitharaman-budget-speech-income-tax-railways-indian-economy-narendra-modi-government-3380444/,Center,,,
2024-02-02 0:08:00,en,indiatimes.com,2024-01-31,Budget 2024: EasyMyTrip CEO Nishant Pitti anticipates tourism boost in upcoming Union Budget,https://timesofindia.indiatimes.com/business/budget/budget-2024-easymytrip-ceo-nishant-pitti-anticipates-tourism-boost-in-upcoming-union-budget/articleshow/107282125.cms,Center,,,
2024-02-02 0:12:17,en,indiatimes.com,2024-01-31,Budget 2024: Three things to watch for in the Interim budget,https://timesofindia.indiatimes.com/business/budget/budget-2024-three-things-to-watch-for-in-the-interim-budget/articleshow/107299798.cms,Center,,,
2024-02-02 0:10:55,en,indiatimes.com,2024-01-31,"Budget 2024 income tax: Can common man, middle class look forward to relief on tax slabs, tax rates?",https://timesofindia.indiatimes.com/business/budget/budget-2024-income-tax-expectations-tax-slabs-rates-relief-common-man-middle-class-standard-deduction-section-80c/articleshow/107298945.cms,Center,,,
2024-02-02 0:07:38,en,indiatimes.com,2024-01-31,Budget 2024 session: President Murmu arrives in Parliament in traditional buggy,https://timesofindia.indiatimes.com/india/budget-2024-session-president-murmu-arrives-in-parliament-in-traditional-buggy/articleshow/107285403.cms,Center,,,
2024-02-04 1:10:09,en,indianexpress.com,2024-01-31,Budget 2024: What Is Interim Budget?,https://indianexpress.com/videos/news-video/budget-2024-what-is-interim-budget-budget-session-2024-union-budget-2024/,Left,,,
2024-02-02 1:46:09,en,hindustantimes.com,2024-01-31,Railway Budget 2024: All you need to know about the budget,https://www.hindustantimes.com/budget/railway-budget-2024-all-you-need-to-know-about-the-budget-101706697777916.html,,,,
2024-02-02 1:48:55,en,hindustantimes.com,2024-01-31,Budget 2024: Modi govt's big announcements in defence in past 10 years,https://www.hindustantimes.com/business/budget-2024-modi-govts-big-announcements-in-defence-in-past-10-years-101706705165329.html,,,,
2024-02-02 1:36:53,en,indianexpress.com,2024-01-31,Union Budget 2024 Live Streaming: When and where to watch Finance Minister Nirmala Sitharaman’s budget speech,https://indianexpress.com/article/news-archive/latest-news/union-budget-2024-live-streaming-when-and-where-to-view-finance-minister-sitharamans-speech-9136145/,Left,,,
2024-02-02 0:50:02,en,financialexpress.com,2024-01-31,Axis Securities highlights five key sectors that may benefit from this interim budget 2024,https://www.financialexpress.com/market/axis-securities-highlights-five-key-sectors-that-may-benefit-from-this-interim-budget-2024-3379525/,Center,,,
2024-02-02 0:07:27,en,indiatimes.com,2024-01-31,Union Budget 2024: Boosting the Travel Industry with Digital Marketing Initiatives,https://timesofindia.indiatimes.com/business/budget/union-budget-2024-boosting-the-travel-industry-with-digital-marketing-initiatives/articleshow/107284391.cms,Center,,,
2024-02-02 0:12:24,en,indiatimes.com,2024-01-31,Budget 2024 Income Tax: Progressive Taxation and Redistribution Policy Recommendations,https://timesofindia.indiatimes.com/business/budget/budget-2024-income-tax-progressive-taxation-and-redistribution-policy-recommendations/articleshow/107300095.cms,Center,,,
2024-02-02 0:06:27,en,indiatimes.com,2024-01-31,Budget 2024: Can India fill the vacuum created in global supply chains?,https://economictimes.indiatimes.com/small-biz/sme-sector/budget-2024-can-india-fill-the-vacuum-created-in-global-supply-chains/articleshow/107280176.cms,Center,,,
2024-02-02 1:47:11,en,hindustantimes.com,2024-01-31,Union Budget 2024: Empowering unorganised workers,https://www.hindustantimes.com/ht-insight/economy/union-budget-2024-empowering-unorganised-workers-101706708020962.html,,,,
2024-02-01 0:08:38,en,indiatimes.com,2024-01-30,Union Budget 2024-25: Investment provisions in ‘AI for India’,https://timesofindia.indiatimes.com/business/budget/union-budget-202425-investment-provisions-in-ai-for-india/articleshow/107260874.cms,Center,,,
2024-02-01 0:09:03,en,indiatimes.com,2024-01-30,"Startups, IT Firms Push for Policy Reform Incentives | Interim Union Budget 2024",https://timesofindia.indiatimes.com/city/indore/startups-it-firms-push-for-policy-reform-incentives-interim-union-budget-2024/articleshow/107245800.cms,Center,,,
2024-02-01 3:21:05,en,financialexpress.com,2024-01-30,Share Market Budget 2024 Expectations Highlights: Top Stocks to watch,https://www.financialexpress.com/market/share-market-budget-2024-expectations-live-top-stocks-to-watch-2-3378320/,Center,,,
2024-02-01 0:09:48,en,indiatimes.com,2024-01-30,"Budget 2024: Where, how to watch finance minister Sitharaman's live speech on Feb 1",https://economictimes.indiatimes.com/news/economy/policy/budget-2024-where-how-to-watch-finance-minister-sitharamans-live-speech-on-feb-1/articleshow/107260633.cms,Center,,,
2024-02-01 3:21:30,en,financialexpress.com,2024-01-30,Interim Budget 2024: What senior citizens expect from Nirmala Sitharaman,https://www.financialexpress.com/budget/interim-budget-2024-what-senior-citizens-expect-from-nirmala-sitharaman-3378792/,Center,,,
2024-02-01 4:13:19,en,firstpost.com,2024-01-30,"Union Budget 2024: From tax sops to mega schemes, what to expect from FM Nirmala Sitharaman",https://www.firstpost.com/business/union-budget-2024-from-tax-sops-to-mega-schemes-what-to-expect-from-fm-nirmala-sitharaman-13669032.html,Right,,,
2024-02-01 0:07:20,en,indiatimes.com,2024-01-30,"“Simplifying TDS, thrust on CapEx to continue…” IMFA MD Subhrakant Panda shares expectations from Budget 2024",https://timesofindia.indiatimes.com/videos/budget/simplifying-tds-thrust-on-capex-to-continue-imfa-md-subhrakant-panda-shares-expectations-from-budget-2024/videoshow/107257237.cms,Center,,,
2024-02-01 2:49:05,en,news18.com,2024-01-30,Budget 2024: What Is Sin Tax? Know How It’s Linked With GST,https://www.news18.com/business/budget-2024-what-is-sin-tax-know-how-its-linked-with-gst-8759758.html,Left,,,
2024-02-01 0:38:51,en,hindustantimes.com,2024-01-30,Budget 2024: Karnataka CM Siddaramaiah seeks AIIMS at Raichur,https://www.hindustantimes.com/budget/budget-2024-karnataka-cm-siddaramaiah-seeks-aiims-at-raichur-101706609300242.html,,,,
2024-02-01 1:53:48,en,indianexpress.com,2024-01-30,"Education Budget 2024 Expectations: Boost funding for AI-based technologies, prioritise school infrastructure",https://indianexpress.com/article/education/education-budget-2024-boost-funding-ai-based-technologies-school-infrastructure-expectations-9129213/,Left,,,
2024-02-01 3:20:31,en,financialexpress.com,2024-01-30,"Budget 2024: MSME expectations centre around better access to credit, support in tech adoption, EODB",https://www.financialexpress.com/budget/budget-2024-msme-expectations-centre-around-better-access-to-credit-support-in-tech-adoption-eodb-3378616/,Center,,,
2024-02-01 0:07:55,en,indiatimes.com,2024-01-30,"Budget 2024: FM Nirmala Sitharaman may target Rs 70,000 crore dividend from RBI, banks and FIs",https://timesofindia.indiatimes.com/business/budget/budget-2024-fm-nirmala-sitharaman-may-target-rs-70000-crore-dividend-from-rbi-banks-and-fis/articleshow/107251988.cms,Center,,,
2024-02-01 3:20:31,en,financialexpress.com,2024-01-30,"Budget 2024: Real estate seeks affordable housing push, sops for homebuyers",https://www.financialexpress.com/budget/budget-2024-real-estate-seeks-affordable-housing-push-sops-for-homebuyers-3378627/,Center,,,
2024-02-01 0:08:48,en,indiatimes.com,2024-01-30,Budget 2024: Karnataka CM Siddaramaiah seeks AIIMS at Raichur,https://economictimes.indiatimes.com/news/india/budget-2024-karnataka-cm-siddaramaiah-seeks-aiims-at-raichur/articleshow/107257437.cms,Center,,,
2024-02-01 0:07:43,en,indiatimes.com,2024-01-30,Interim Budget 2024: MSMEs demand FM’s attention to resolve bank loan ratings system issues,https://economictimes.indiatimes.com/small-biz/sme-sector/interim-budget-2024-msmes-demand-fms-attention-to-resolve-bank-loan-ratings-system-issues/articleshow/107251980.cms,Center,,,
2024-02-01 0:12:50,en,indiatimes.com,2024-01-30,Union Budget 2024-25: Investment provisions in ‘AI for India’,https://timesofindia.indiatimes.com/gadgets-news/union-budget-202425-investment-provisions-in-ai-for-india/articleshow/107260943.cms,Center,,,
2024-02-01 3:22:36,en,financialexpress.com,2024-01-30,Budget 2024: Chemical industry looking for tax reforms and tech support,https://www.financialexpress.com/budget/budget-2024-chemical-industry-looking-for-tax-reforms-and-tech-support-3378082/,Center,,,
2024-02-01 3:21:05,en,financialexpress.com,2024-01-30,Budget 2024: Will Standard Deduction limit be increased in this year’s interim budget?,https://www.financialexpress.com/budget/budget-2024-will-standard-deduction-limit-be-increased-in-this-years-interim-budget-3378005/,Center,,,
2024-02-01 0:40:25,en,hindustantimes.com,2024-01-30,Union Budget 2024: Why Economic Survey won't be presented on January 31 this year,https://www.hindustantimes.com/business/union-budget-2024-why-economic-survey-wont-be-presented-on-january-31-this-year-101706631638826.html,,,,
2024-02-01 0:37:04,en,ndtv.com,2024-01-30,"Budget 2024: Date, Time And Where To Watch Live",https://www.ndtv.com/business-news/budget-2024-check-when-and-where-to-watch-fm-nirmala-sitharamans-speech-4959475,Left,,,
2024-02-01 1:53:07,en,indianexpress.com,2024-01-30,When is Union Budget 2024?,https://indianexpress.com/article/when-is/when-is-union-budget-2024-9134808/,Left,,,
2024-02-01 2:49:05,en,news18.com,2024-01-30,Budget 2024: What Is 'Bahi Khata'? A Look At How Budget Briefcase Has Evolved,https://www.news18.com/business/budget-2024-what-is-bahi-khata-how-budget-briefcase-has-evolved-in-india-8759890.html,Left,,,
2024-02-01 0:09:51,en,indiatimes.com,2024-01-30,Interim Budget 2024: 10 terms every student must know before 1st February,https://timesofindia.indiatimes.com/business/budget/interim-budget-2024-10-terms-every-student-must-know-before-1st-february/articleshow/107264121.cms,Center,,,
2024-02-01 3:20:49,en,financialexpress.com,2024-01-30,Budget 2024: Indian students studying abroad await good news from FM,https://www.financialexpress.com/budget/budget-2024-expectations-indian-students-studying-abroad-await-good-news-from-fm-3378017/,Center,,,
2024-01-31 2:21:21,en,news18.com,2024-01-29,"Budget 2024: Govt May Set Higher Dividend Target at Rs 70,000 Crore from RBI, Banks and FIs",https://www.news18.com/business/budget-2024-govt-may-set-higher-dividend-target-at-rs-70000-crore-from-rbi-banks-and-fis-8758754.html,Left,,,
2024-01-31 0:08:15,en,indiatimes.com,2024-01-29,"Interim Union Budget 2024-25: The need for 6% of GDP in the Indian education sector, major roadblocks and more",https://timesofindia.indiatimes.com/business/budget/interim-union-budget-202425-the-need-for-6-of-gdp-in-the-indian-education-sector-major-roadblocks-and-more/articleshow/107233546.cms,Center,,,
2024-01-31 4:20:42,en,newindianexpress.com,2024-01-29,Analysts see no major ‘election effect’ on Budget 2024,https://www.newindianexpress.com/nation/2024/Jan/29/analysts-see-no-major-election-effect-on-budget-2024,Center,,,
